;ponto_id;lat;lon
144;449;-8.031238575924199;-34.94915709542302
145;453;-8.03123861586675;-34.94915692087077
146;455;-8.031238586033147;-34.94915705124499
147;457;-8.031238572217225;-34.949157111623286
148;461;-8.031238596783105;-34.94915700426645
149;462;-8.031238575924199;-34.94915709542302
150;465;-8.031238649125163;-34.94915677553747
151;468;-8.03123861586675;-34.94915692087077
152;472;-8.03123864393274;-34.949156798226966
153;473;-8.031238599837735;-34.949156990917515
154;474;-8.031238572217225;-34.949157111623286
155;476;-8.031238596193251;-34.94915700684417
156;477;-8.031238596783105;-34.94915700426645
157;483;-8.03123857309315;-34.94915710779531
158;485;-8.031238608277107;-34.94915695403732
159;486;-8.0312386344074;-34.94915683985053
160;487;-8.031238578175575;-34.949157085583984
161;495;-8.031238592366611;-34.94915702356696
162;496;-8.031238575924199;-34.94915709542302
163;500;-8.031238586033147;-34.94915705124499
164;503;-8.031238586033147;-34.94915705124499
165;509;-8.031238592366611;-34.94915702356696
166;510;-8.031238578175575;-34.949157085583984
167;511;-8.031238596783105;-34.94915700426645
168;513;-8.031238578175575;-34.949157085583984
169;518;-8.031238596783105;-34.94915700426645
170;524;-8.031238572217225;-34.949157111623286
171;528;-8.031238596193251;-34.94915700684417
172;530;-8.031238598022172;-34.94915699885167
173;532;-8.03123861586675;-34.94915692087077
174;533;-8.031238592366611;-34.94915702356696
175;538;-8.031238586033147;-34.94915705124499
176;540;-8.031238604893634;-34.94915696882308
177;543;-8.031238579719467;-34.94915707883689
178;544;-8.0312385921956;-34.949157024314225
179;550;-8.031238596193251;-34.94915700684417
180;551;-8.031238596193251;-34.94915700684417
181;554;-8.031238602390829;-34.94915697976038
182;555;-8.031238586033147;-34.94915705124499
183;563;-8.031238596193251;-34.94915700684417
184;564;-8.031238596783105;-34.94915700426645
185;567;-8.031238604893634;-34.94915696882308
186;568;-8.031238594931716;-34.94915701235717
187;576;-8.031238578175575;-34.949157085583984
188;577;-8.031238594931716;-34.94915701235717
189;582;-8.03123860369842;-34.9491569740463
190;586;-8.031238578175575;-34.949157085583984
191;590;-8.031238572217225;-34.949157111623286
192;591;-8.031238591945048;-34.94915702540922
193;592;-8.0312385921956;-34.949157024314225
194;594;-8.031238591945048;-34.94915702540922
195;601;-8.03123861586675;-34.94915692087077
196;603;-8.031238578175575;-34.949157085583984
197;604;-8.031238588498523;-34.949157040470986
198;605;-8.031238579719467;-34.94915707883689
199;611;-8.0312385921956;-34.949157024314225
200;613;-8.031238599837735;-34.949156990917515
201;617;-8.031238596783105;-34.94915700426645
202;618;-8.031238586033147;-34.94915705124499
203;620;-8.031238596783105;-34.94915700426645
204;623;-8.03123861586675;-34.94915692087077
205;624;-8.031238649125163;-34.94915677553747
206;625;-8.031238588498523;-34.949157040470986
207;633;-8.031238592366611;-34.94915702356696
208;637;-8.031238596783105;-34.94915700426645
209;641;-8.031238649125163;-34.94915677553747
210;642;-8.031238578175575;-34.949157085583984
211;647;-8.031238592366611;-34.94915702356696
212;653;-8.031238575924199;-34.94915709542302
213;654;-8.031238591945048;-34.94915702540922
214;655;-8.031238596783105;-34.94915700426645
215;664;-8.031238592366611;-34.94915702356696
216;665;-8.031238578175575;-34.949157085583984
217;668;-8.031238578175575;-34.949157085583984
218;673;-8.03123857309315;-34.94915710779531
219;675;-8.031238596783105;-34.94915700426645
220;676;-8.031238649125163;-34.94915677553747
221;678;-8.031238596783105;-34.94915700426645
222;682;-8.031238599837735;-34.949156990917515
223;683;-8.031238578175575;-34.949157085583984
224;693;-8.031238605920864;-34.94915696433407
225;694;-8.031238578175575;-34.949157085583984
226;696;-8.031238578175575;-34.949157085583984
227;700;-8.031238596193251;-34.94915700684417
228;706;-8.031238596193251;-34.94915700684417
229;708;-8.031238596783105;-34.94915700426645
230;710;-8.03123861586675;-34.94915692087077
231;711;-8.031238591945048;-34.94915702540922
232;712;-8.031238596738348;-34.94915700446209
233;713;-8.031238598022172;-34.94915699885167
234;715;-8.031238586033147;-34.94915705124499
235;718;-8.031238608277107;-34.94915695403732
236;724;-8.031238578175575;-34.949157085583984
237;730;-8.03123861586675;-34.94915692087077
238;733;-8.031238578175575;-34.949157085583984
239;736;-8.031238596783105;-34.94915700426645
240;737;-8.0312386344074;-34.94915683985053
241;738;-8.03123860052219;-34.949156987926436
242;740;-8.03123864393274;-34.949156798226966
243;742;-8.031238586033147;-34.94915705124499
244;743;-8.03123861586675;-34.94915692087077
245;744;-8.031238578175575;-34.949157085583984
246;745;-8.031238575494774;-34.94915709729962
247;747;-8.03123860369842;-34.9491569740463
248;748;-8.031238578175575;-34.949157085583984
249;749;-8.031238592366611;-34.94915702356696
250;751;-8.031238592366611;-34.94915702356696
251;753;-8.031238592366611;-34.94915702356696
252;758;-8.031238596193251;-34.94915700684417
253;759;-8.031238608277107;-34.94915695403732
254;761;-8.03123861586675;-34.94915692087077
255;763;-8.031238594931716;-34.94915701235717
256;764;-8.031238596193251;-34.94915700684417
257;765;-8.031238596783105;-34.94915700426645
258;766;-8.031238586033147;-34.94915705124499
259;773;-8.031238596783105;-34.94915700426645
260;774;-8.031238596783105;-34.94915700426645
261;782;-8.031238604893634;-34.94915696882308
262;786;-8.031238596783105;-34.94915700426645
263;789;-8.031238586033147;-34.94915705124499
264;794;-8.031238596193251;-34.94915700684417
265;795;-8.031238579719467;-34.94915707883689
266;799;-8.031238596783105;-34.94915700426645
267;800;-8.031238575924199;-34.94915709542302
268;809;-8.031238596738348;-34.94915700446209
269;810;-8.031238586033147;-34.94915705124499
270;811;-8.03123861586675;-34.94915692087077
271;815;-8.031238608277107;-34.94915695403732
272;828;-8.031238588498523;-34.949157040470986
273;831;-8.031238586033147;-34.94915705124499
274;833;-8.031238586033147;-34.94915705124499
275;834;-8.031238594931716;-34.94915701235717
276;835;-8.031238649125163;-34.94915677553747
277;837;-8.031238594931716;-34.94915701235717
278;841;-8.03123860052219;-34.949156987926436
279;852;-8.0312386344074;-34.94915683985053
280;856;-8.031238575924199;-34.94915709542302
281;858;-8.031238596783105;-34.94915700426645
282;862;-8.031238578175575;-34.949157085583984
283;866;-8.031238596193251;-34.94915700684417
284;868;-8.031238594931716;-34.94915701235717
285;871;-8.031238596783105;-34.94915700426645
286;872;-8.031238594931716;-34.94915701235717
287;877;-8.031238586033147;-34.94915705124499
288;879;-8.031238596193251;-34.94915700684417
289;881;-8.031238592366611;-34.94915702356696
290;883;-8.031238592366611;-34.94915702356696
291;906;-8.031238578175575;-34.949157085583984
292;908;-8.031238588498523;-34.949157040470986
293;914;-8.031238596193251;-34.94915700684417
294;921;-8.031238575924199;-34.94915709542302
295;927;-8.031238579719467;-34.94915707883689
296;932;-8.03123860369842;-34.9491569740463
297;934;-8.03123861586675;-34.94915692087077
298;940;-8.031238596193251;-34.94915700684417
299;947;-8.031238596193251;-34.94915700684417
300;952;-8.03123860052219;-34.949156987926436
301;957;-8.031238604893634;-34.94915696882308
302;958;-8.031238596738348;-34.94915700446209
303;960;-8.031238592366611;-34.94915702356696
304;964;-8.031238595028647;-34.94915701193357
305;965;-8.031238596193251;-34.94915700684417
306;967;-8.03123861586675;-34.94915692087077
307;970;-8.031238596783105;-34.94915700426645
308;971;-8.03123864393274;-34.949156798226966
309;982;-8.031238596193251;-34.94915700684417
310;994;-8.031238596193251;-34.94915700684417
311;996;-8.031238596193251;-34.94915700684417
312;997;-8.031238578175575;-34.949157085583984
313;1002;-8.031238578175575;-34.949157085583984
314;1005;-8.031238649125163;-34.94915677553747
315;1009;-8.031238586033147;-34.94915705124499
316;1010;-8.031238616243112;-34.94915691922615
317;1017;-8.031238616243112;-34.94915691922615
318;1018;-8.031238578175575;-34.949157085583984
319;1020;-8.031238605920864;-34.94915696433407
320;1022;-8.031238578175575;-34.949157085583984
321;1025;-8.031238596783105;-34.94915700426645
322;1027;-8.03123861586675;-34.94915692087077
323;1034;-8.031238586033147;-34.94915705124499
324;1038;-8.031238594931716;-34.94915701235717
325;1042;-8.031238616243112;-34.94915691922615
326;1044;-8.031238596193251;-34.94915700684417
327;1046;-8.031238598022172;-34.94915699885167
328;1052;-8.031238592366611;-34.94915702356696
329;1053;-8.031238578175575;-34.949157085583984
330;1055;-8.031238592366611;-34.94915702356696
331;1056;-8.031238594931716;-34.94915701235717
332;1057;-8.031238596193251;-34.94915700684417
333;1061;-8.031238598022172;-34.94915699885167
334;1068;-8.031238592366611;-34.94915702356696
335;1071;-8.031238596783105;-34.94915700426645
336;1074;-8.03123857309315;-34.94915710779531
337;1075;-8.031238596193251;-34.94915700684417
338;1076;-8.031238596783105;-34.94915700426645
339;1078;-8.03123860369842;-34.9491569740463
340;1084;-8.03123861586675;-34.94915692087077
341;1087;-8.031238596783105;-34.94915700426645
342;1090;-8.031238592366611;-34.94915702356696
343;1095;-8.031238598022172;-34.94915699885167
344;1101;-8.03123861586675;-34.94915692087077
345;1103;-8.031238608277107;-34.94915695403732
346;1107;-8.031238596193251;-34.94915700684417
347;1108;-8.031238596193251;-34.94915700684417
348;1111;-8.031238649125163;-34.94915677553747
349;1112;-8.031238598022172;-34.94915699885167
350;1115;-8.031238649125163;-34.94915677553747
351;1123;-8.031238575494774;-34.94915709729962
352;1126;-8.031238616243112;-34.94915691922615
353;1127;-8.031238575924199;-34.94915709542302
354;1139;-8.03123861586675;-34.94915692087077
355;1142;-8.031238596193251;-34.94915700684417
356;1144;-8.031238578175575;-34.949157085583984
357;1145;-8.031238649125163;-34.94915677553747
358;1147;-8.031238592366611;-34.94915702356696
359;1149;-8.031238592366611;-34.94915702356696
360;1152;-8.031238591945048;-34.94915702540922
361;1153;-8.031238649125163;-34.94915677553747
362;1155;-8.03123861586675;-34.94915692087077
363;1156;-8.03123861586675;-34.94915692087077
364;1157;-8.031238592366611;-34.94915702356696
365;1162;-8.031238578175575;-34.949157085583984
366;1163;-8.03123860806658;-34.94915695495724
367;1166;-8.031238586033147;-34.94915705124499
368;1168;-8.031238596193251;-34.94915700684417
369;1172;-8.031238592366611;-34.94915702356696
370;1175;-8.03123861586675;-34.94915692087077
371;1176;-8.031238592366611;-34.94915702356696
372;1180;-8.031238608277107;-34.94915695403732
373;1183;-8.03123861586675;-34.94915692087077
374;1188;-8.031238596738348;-34.94915700446209
375;1193;-8.031238578175575;-34.949157085583984
376;1194;-8.031238586033147;-34.94915705124499
377;1195;-8.0312386344074;-34.94915683985053
378;1197;-8.03123857309315;-34.94915710779531
379;1199;-8.031238602390829;-34.94915697976038
380;1201;-8.031238578175575;-34.949157085583984
381;1204;-8.031238578175575;-34.949157085583984
382;1210;-8.031238596738348;-34.94915700446209
383;1217;-8.031238604893634;-34.94915696882308
384;1219;-8.031238598022172;-34.94915699885167
385;1220;-8.031238616243112;-34.94915691922615
386;1222;-8.031238586033147;-34.94915705124499
387;1224;-8.031238592366611;-34.94915702356696
388;1226;-8.03123861586675;-34.94915692087077
389;1233;-8.031238596193251;-34.94915700684417
390;1244;-8.031238586033147;-34.94915705124499
391;1245;-8.031238608277107;-34.94915695403732
392;1247;-8.03123860369842;-34.9491569740463
393;1250;-8.03123861586675;-34.94915692087077
394;1253;-8.03123860806658;-34.94915695495724
395;1254;-8.031238578175575;-34.949157085583984
396;1261;-8.031238592366611;-34.94915702356696
397;1263;-8.031238596193251;-34.94915700684417
398;1277;-8.031238578175575;-34.949157085583984
399;1278;-8.031238616243112;-34.94915691922615
400;1281;-8.031238588498523;-34.949157040470986
401;1282;-8.0312386344074;-34.94915683985053
402;1285;-8.031238578175575;-34.949157085583984
403;1287;-8.031238579719467;-34.94915707883689
404;1295;-8.031238596193251;-34.94915700684417
405;1297;-8.031238649125163;-34.94915677553747
406;1298;-8.03123860052219;-34.949156987926436
407;1310;-8.03123861586675;-34.94915692087077
408;1313;-8.031238599837735;-34.949156990917515
409;1314;-8.03123861586675;-34.94915692087077
410;1315;-8.031238592366611;-34.94915702356696
411;1318;-8.031238596193251;-34.94915700684417
412;1320;-8.031238596783105;-34.94915700426645
413;1322;-8.031238604893634;-34.94915696882308
414;1323;-8.031238594931716;-34.94915701235717
415;1328;-8.031238608277107;-34.94915695403732
416;1329;-8.031238586033147;-34.94915705124499
417;1330;-8.031238592366611;-34.94915702356696
418;1334;-8.031238592366611;-34.94915702356696
419;1339;-8.031238586033147;-34.94915705124499
420;1345;-8.031238605920864;-34.94915696433407
421;1346;-8.031238588498523;-34.949157040470986
422;1349;-8.031238578175575;-34.949157085583984
423;1354;-8.031238586033147;-34.94915705124499
424;1355;-8.031238599837735;-34.949156990917515
425;1359;-8.031238586033147;-34.94915705124499
426;1360;-8.031238596783105;-34.94915700426645
427;1369;-8.031238578175575;-34.949157085583984
428;1372;-8.03123861586675;-34.94915692087077
429;1373;-8.031238596193251;-34.94915700684417
430;1374;-8.031238592144812;-34.949157024536255
431;1379;-8.031238592366611;-34.94915702356696
432;1383;-8.031238572217225;-34.949157111623286
433;1385;-8.031238598022172;-34.94915699885167
434;1393;-8.031238572217225;-34.949157111623286
435;1396;-8.03123864393274;-34.949156798226966
436;1400;-8.031238579719467;-34.94915707883689
437;1402;-8.031238592144812;-34.949157024536255
438;1405;-8.031238586033147;-34.94915705124499
439;1413;-8.031238592366611;-34.94915702356696
440;1414;-8.031238596193251;-34.94915700684417
441;1416;-8.031238586033147;-34.94915705124499
442;1417;-8.03123861586675;-34.94915692087077
443;1418;-8.031238592144812;-34.949157024536255
444;1420;-8.031238579719467;-34.94915707883689
445;1421;-8.031238578175575;-34.949157085583984
446;1426;-8.031238586033147;-34.94915705124499
447;1427;-8.031238635686936;-34.949156834259206
448;1429;-8.031238586033147;-34.94915705124499
449;1430;-8.03123861586675;-34.94915692087077
450;1432;-8.03123861586675;-34.94915692087077
451;1437;-8.031238592366611;-34.94915702356696
452;1438;-8.031238578175575;-34.949157085583984
453;1443;-8.031238599837735;-34.949156990917515
454;1446;-8.031238598022172;-34.94915699885167
455;1452;-8.031238596193251;-34.94915700684417
456;1453;-8.031238586033147;-34.94915705124499
457;1456;-8.031238596193251;-34.94915700684417
458;1458;-8.031238605920864;-34.94915696433407
459;1465;-8.031238596193251;-34.94915700684417
460;1467;-8.03123861586675;-34.94915692087077
461;1468;-8.031238578175575;-34.949157085583984
462;1470;-8.031238586033147;-34.94915705124499
463;1472;-8.031238635686936;-34.949156834259206
464;1477;-8.031238572217225;-34.949157111623286
465;1479;-8.031238586033147;-34.94915705124499
466;1480;-8.031238649125163;-34.94915677553747
467;1482;-8.031238616243112;-34.94915691922615
468;1483;-8.031238596193251;-34.94915700684417
469;1488;-8.031238592366611;-34.94915702356696
470;1491;-8.031238596783105;-34.94915700426645
471;1496;-8.031238586033147;-34.94915705124499
472;1501;-8.031238605920864;-34.94915696433407
473;1502;-8.031238599837735;-34.949156990917515
474;1509;-8.031238599837735;-34.949156990917515
475;1512;-8.031238596193251;-34.94915700684417
476;1513;-8.031238592366611;-34.94915702356696
477;1516;-8.03123861586675;-34.94915692087077
478;1527;-8.03123864393274;-34.949156798226966
479;1530;-8.031238592366611;-34.94915702356696
480;1532;-8.031238592366611;-34.94915702356696
481;1533;-8.031238586033147;-34.94915705124499
482;1535;-8.031238596193251;-34.94915700684417
483;1536;-8.031238578175575;-34.949157085583984
484;1543;-8.031238596783105;-34.94915700426645
485;1544;-8.031238649125163;-34.94915677553747
486;1550;-8.03123861586675;-34.94915692087077
487;1557;-8.03123861586675;-34.94915692087077
488;1558;-8.031238596783105;-34.94915700426645
489;1559;-8.031238578175575;-34.949157085583984
490;1561;-8.031238596193251;-34.94915700684417
491;1562;-8.031238608277107;-34.94915695403732
492;1568;-8.031238596783105;-34.94915700426645
493;1569;-8.031238588498523;-34.949157040470986
494;1570;-8.03123861586675;-34.94915692087077
495;1575;-8.031238578175575;-34.949157085583984
496;1576;-8.03123860806658;-34.94915695495724
497;1578;-8.031238578175575;-34.949157085583984
498;1586;-8.03123860806658;-34.94915695495724
499;1593;-8.031238578175575;-34.949157085583984
500;1595;-8.031238592366611;-34.94915702356696
501;1597;-8.031238596783105;-34.94915700426645
502;1598;-8.031238649125163;-34.94915677553747
503;1599;-8.031238596193251;-34.94915700684417
504;1603;-8.031238635686936;-34.949156834259206
505;1606;-8.03123860369842;-34.9491569740463
506;1608;-8.03123860369842;-34.9491569740463
507;1614;-8.031238595028647;-34.94915701193357
508;1615;-8.03123864393274;-34.949156798226966
509;1616;-8.03123864393274;-34.949156798226966
510;1617;-8.031238608277107;-34.94915695403732
511;1618;-8.03123860369842;-34.9491569740463
512;1623;-8.031238595028647;-34.94915701193357
513;1626;-8.031238604893634;-34.94915696882308
514;1631;-8.031238588498523;-34.949157040470986
515;1642;-8.031238588498523;-34.949157040470986
516;1643;-8.031238579719467;-34.94915707883689
517;1649;-8.031238599837735;-34.949156990917515
518;1650;-8.03123860806658;-34.94915695495724
519;1656;-8.03123860052219;-34.949156987926436
520;1659;-8.03123864393274;-34.949156798226966
521;1662;-8.03123857309315;-34.94915710779531
522;1665;-8.031238588498523;-34.949157040470986
523;1670;-8.031238595028647;-34.94915701193357
524;1671;-8.031238592366611;-34.94915702356696
525;1672;-8.031238605920864;-34.94915696433407
526;1680;-8.031238592366611;-34.94915702356696
527;1683;-8.03123857309315;-34.94915710779531
528;1684;-8.03123861586675;-34.94915692087077
529;1688;-8.031238579719467;-34.94915707883689
530;1691;-8.031238598022172;-34.94915699885167
531;1699;-8.031238579719467;-34.94915707883689
532;1701;-8.03123864393274;-34.949156798226966
533;1713;-8.03123860369842;-34.9491569740463
534;1718;-8.031238578175575;-34.949157085583984
535;1720;-8.031238591945048;-34.94915702540922
536;1721;-8.031238605920864;-34.94915696433407
537;1726;-8.03123857309315;-34.94915710779531
538;1728;-8.03123860806658;-34.94915695495724
539;1729;-8.031238595028647;-34.94915701193357
540;1730;-8.03123864393274;-34.949156798226966
541;1731;-8.031238579719467;-34.94915707883689
542;1732;-8.0312385921956;-34.949157024314225
543;1737;-8.031238604893634;-34.94915696882308
544;1738;-8.031238591945048;-34.94915702540922
545;1739;-8.03123860369842;-34.9491569740463
546;1740;-8.0312385921956;-34.949157024314225
547;1741;-8.03123860052219;-34.949156987926436
548;1743;-8.031238608277107;-34.94915695403732
549;1744;-8.03123857309315;-34.94915710779531
550;1745;-8.031238635686936;-34.949156834259206
551;1746;-8.031238592366611;-34.94915702356696
552;1747;-8.03123857309315;-34.94915710779531
553;1758;-8.0312386344074;-34.94915683985053
554;1760;-8.031238592144812;-34.949157024536255
555;1765;-8.031238591945048;-34.94915702540922
556;1768;-8.03123864393274;-34.949156798226966
557;1770;-8.03123860052219;-34.949156987926436
558;1775;-8.031238592366611;-34.94915702356696
559;1777;-8.031238586033147;-34.94915705124499
560;1780;-8.03123860806658;-34.94915695495724
561;1783;-8.031238572217225;-34.949157111623286
562;1785;-8.031238595028647;-34.94915701193357
563;1791;-8.031238588498523;-34.949157040470986
564;1793;-8.03123857309315;-34.94915710779531
565;1794;-8.031238592366611;-34.94915702356696
566;1803;-8.031238592144812;-34.949157024536255
567;1805;-8.031238608277107;-34.94915695403732
568;1807;-8.031238591945048;-34.94915702540922
569;1817;-8.031238605920864;-34.94915696433407
570;1825;-8.031238635686936;-34.949156834259206
571;1832;-8.031238588498523;-34.949157040470986
572;1833;-8.031238588498523;-34.949157040470986
573;1835;-8.031238579719467;-34.94915707883689
574;1839;-8.031238595028647;-34.94915701193357
575;1840;-8.03123860806658;-34.94915695495724
576;1844;-8.031238595028647;-34.94915701193357
577;1851;-8.03123860052219;-34.949156987926436
578;1860;-8.031238595028647;-34.94915701193357
579;1862;-8.031238572217225;-34.949157111623286
580;1864;-8.031238578175575;-34.949157085583984
581;1877;-8.031238579719467;-34.94915707883689
582;1880;-8.031238595028647;-34.94915701193357
583;1888;-8.0312386344074;-34.94915683985053
584;1891;-8.03123860806658;-34.94915695495724
585;1897;-8.031238592366611;-34.94915702356696
586;1915;-8.031238592144812;-34.949157024536255
587;1918;-8.031238586033147;-34.94915705124499
588;1919;-8.03123857309315;-34.94915710779531
589;1921;-8.03123857309315;-34.94915710779531
590;1922;-8.03123860806658;-34.94915695495724
591;1928;-8.031238598022172;-34.94915699885167
592;1934;-8.031238591945048;-34.94915702540922
593;1937;-8.03123857309315;-34.94915710779531
594;1941;-8.031238592366611;-34.94915702356696
595;1945;-8.031238595028647;-34.94915701193357
596;1952;-8.0312386344074;-34.94915683985053
597;1954;-8.03123857309315;-34.94915710779531
598;1957;-8.031238595028647;-34.94915701193357
599;1962;-8.031238595028647;-34.94915701193357
600;1963;-8.031238605920864;-34.94915696433407
601;1965;-8.031238604893634;-34.94915696882308
602;1971;-8.031238579719467;-34.94915707883689
603;1978;-8.03123860052219;-34.949156987926436
604;1981;-8.031238579719467;-34.94915707883689
605;1982;-8.031238649125163;-34.94915677553747
606;1989;-8.03123857309315;-34.94915710779531
607;1992;-8.03123857309315;-34.94915710779531
608;1995;-8.031238579719467;-34.94915707883689
609;2002;-8.031238592366611;-34.94915702356696
610;2004;-8.031238588498523;-34.949157040470986
611;2006;-8.0312386344074;-34.94915683985053
612;2008;-8.03123860052219;-34.949156987926436
613;2012;-8.031238595028647;-34.94915701193357
614;2013;-8.031238595028647;-34.94915701193357
615;2018;-8.031238598022172;-34.94915699885167
616;2022;-8.03123860369842;-34.9491569740463
617;2025;-8.031238572217225;-34.949157111623286
618;2029;-8.03123857309315;-34.94915710779531
619;2034;-8.03123864393274;-34.949156798226966
